date,symbol,sentiment,sentiment high,sentiment low,news volume,news buzz
2016-05-10,MRK,-1,2,-3,20,1
2016-05-09,MRK,1,3,-1,18,4
2016-05-08,MRK,1,2,-1,8,3
2016-05-07,MRK,1,3,-2,21,3
2016-05-06,MRK,1,2,-2,29,2
2016-05-05,MRK,1,3,-2,101,10
2016-05-04,MRK,-1,2,-3,10,4
2016-05-03,MRK,-1,3,-3,13,5
2016-05-02,MRK,1,3,-3,18,10
2016-05-01,MRK,-1,1,-2,3,7
2016-04-30,MRK,-1,3,-4,8,7
2016-04-29,MRK,1,3,-3,17,7
2016-04-28,MRK,-1,2,-3,22,10
2016-04-27,MRK,1,3,-3,10,7
2016-04-26,MRK,2,4,-1,12,8
2016-04-25,MRK,2,4,-2,14,10
2016-04-24,MRK,1,3,-1,5,8
2016-04-23,MRK,-2,-1,-4,6,6
2016-04-22,MRK,-1,2,-3,6,4
2016-04-21,MRK,3,3,2,5,2
2016-04-20,MRK,1,2,-1,8,3
2016-04-19,MRK,1,3,-3,14,5
2016-04-18,MRK,2,4,-1,15,9
2016-04-17,MRK,2,2,2,2,4
2016-04-16,MRK,-1,3,-3,6,4
2016-04-15,MRK,1,3,-2,9,3
2016-04-14,MRK,-1,2,-3,25,10
2016-04-13,MRK,1,3,-2,23,7
2016-04-12,MRK,2,4,-1,13,4
2016-04-11,MRK,1,1,-1,3,3
2016-04-10,MRK,1,4,-2,3,2
2016-04-09,MRK,1,3,-2,4,2
2016-04-08,MRK,-1,2,-2,3,1
2016-04-07,MRK,-1,3,-4,16,5
2016-04-06,MRK,2,4,-1,30,10
2016-04-05,MRK,2,4,-1,11,7
2016-04-04,MRK,1,3,-3,14,10
2016-04-03,MRK,1,3,-2,5,7
2016-04-02,MRK,1,2,-2,12,6
2016-04-01,MRK,2,4,-1,15,4
2016-03-31,MRK,-2,1,-4,15,4
2016-03-30,MRK,1,3,-3,10,1
2016-03-29,MRK,1,3,-1,7,1
2016-03-28,MRK,1,3,-2,31,6
2016-03-27,MRK,-2,-1,-3,2,2
2016-03-26,MRK,2,5,-2,3,3
2016-03-25,MRK,-2,1,-4,29,4
2016-03-24,MRK,-1,2,-3,12,2
